wavelength_nm,n,k,cost,R30,R45,R60
442.6332092,0.47131856699684066,0.13797151573905353,0.06044431488426847,0.3172893051277484,0.33376864937244166,1.1491054917918575
442.7471619,0.471390866500618,0.13790627065776526,0.06042046486822479,0.3171890576054391,0.33385246201552304,1.1489158443445375
442.8611145,0.4714620260067677,0.13784335159807717,0.060398086301569134,0.31709062631884843,0.3339300892509619,1.148711900580048
442.9750977,0.4715320910138634,0.13778268034916166,0.06037713992918895,0.31699397454638367,0.3340016942527527,1.1484941171017211
443.0890503,0.47160105074015873,0.13772422758827055,0.06035758728686115,0.3168990663423269,0.33406743730327465,1.1482629446031076
443.2030334,0.47166893646585034,0.13766792549212659,0.06033939066449985,0.31680586651163795,0.3341274759229158,1.1480188280191657
443.3170166,0.47173577530114236,0.13761371799893055,0.060322513070878034,0.31671434058568604,0.3341819649942012,1.1477622066727429
443.4309998,0.4718015976210486,0.13756153966471224,0.06030691819998349,0.31662445479887064,0.33423105688066607,1.1474935144164995
443.5449829,0.4718654747719436,0.13751267126290417,0.06029257039969908,0.3165361760660966,0.3342749015406959,1.147213179770416
443.6589661,0.47192932083097416,0.13746437715767026,0.06027943463736393,0.3164494719610684,0.33431364663654745,1.1469216260550323
443.7729797,0.47199222814757485,0.13741792752408788,0.06026747647580381,0.31636431069537085,0.33434743763875,1.1466192715205474
443.8869934,0.4720541852244973,0.13737331321138768,0.06025666204169115,0.3162806610983049,0.3343764179260751,1.146306529471916
444.0009766,0.47211520776788496,0.1373304847234475,0.06024695799927986,0.31619849259744853,0.3344007288812505,1.1459838083900624
444.1149902,0.47217531287300396,0.13728939590877814,0.06023833152476102,0.31611777519991546,0.334420509982588,1.1456515120493311
444.2290039,0.47223451781720666,0.1372500005169075,0.06023075028162961,0.31603847947428304,0.3344358988916796,1.1453100396312983
444.3430176,0.47229284751661066,0.13721224265266194,0.06022418239712998,0.31596057653316467,0.33444703153731337,1.144959785835046
444.4570618,0.4723503105676598,0.13717608299047027,0.06021859643979284,0.31588403801640186,0.33445404219574626,1.1446011409840136
444.5710754,0.472406938403912,0.137141464689576,0.06021396139788826,0.3158088360748523,0.33445706356746874,1.144234491129528
444.6851196,0.47246272735612616,0.1371083614854887,0.06021024665893035,0.31573494335475144,0.3344562268505819,1.1438602181511108
444.7991638,0.47251770363711654,0.1370767152746657,0.06020742198998917,0.3156623329826277,0.3344516618109084,1.143478699853662
444.913208,0.47257267432971817,0.13704526597205913,0.06020545751989121,0.3155909785507479,0.3344434968489455,1.1430903100616108
445.0272522,0.47262591819470656,0.13701662663674039,0.06020432371749273,0.31552085410307723,0.3344318590637646,1.1426954187101237
445.1412964,0.4726784676872474,0.13698922262715296,0.060203991381071034,0.3154519341217318,0.33441687431395833,1.1422943919334558
445.2553406,0.4727302568892965,0.13696311244410692,0.06020443161698036,0.31538419351390823,0.3343986672757238,1.1418875921505305
445.3694153,0.4727813189260016,0.13693823950392092,0.060205615825998995,0.3153176075992723,0.33437736149817543,1.141475378147823
445.48349,0.4728316536969953,0.13691457592601072,0.06020751568836061,0.31525215209779145,0.33435307945596454,1.1410581051596325
445.5975342,0.4728812788183599,0.1368920745858166,0.06021010314979536,0.31518780311799327,0.33432594259928927,1.14063612494581
445.7116089,0.472930217575896,0.13687068963762217,0.060213350408193894,0.31512453714563937,0.3342960714013641,1.1402097858670208
445.8257141,0.4729784774130683,0.13685038714321665,0.060217229900991515,0.3150623310327949,0.33426358540342377,1.1397794329576036
445.9397888,0.4730260578026771,0.13683113944542935,0.06022171429321219,0.31500116198728567,0.3342286032573222,1.1393454079961056
446.0538635,0.47307299353839355,0.13681288676289075,0.06022677646614783,0.31494100756252674,0.3341912427657951,1.138908049573542
446.1679688,0.47311928091770655,0.13679560824693704,0.06023238950665513,0.31488184564770944,0.3341516209204403,1.1384676931594593
446.282074,0.4731649493347376,0.13677924621116766,0.06023852669707283,0.31482365445833826,0.33410985393747494,1.1380246711658497
446.3961487,0.47320998534058706,0.13676379383905046,0.060245161505737665,0.31476641252710275,0.3340660572913218,1.1375793130089866
446.5102539,0.47325442064688167,0.13674918849164028,0.0602522675780479,0.31471009869507516,0.3340203457460755,1.1371319451692263
446.6243896,0.4732982580979057,0.13673540259062944,0.060259818728132755,0.31465469210322355,0.33397283338489664,1.1366828912488438
446.7384949,0.47334151309852585,0.13672239964108435,0.06026778893104208,0.31460017218422986,0.3339236336373784,1.1362324720279393
446.8526001,0.47338419122590897,0.13671014594487954,0.06027615231549062,0.31454651865460287,0.33387285930493166,1.1357810055184845
446.9667358,0.47342631273612157,0.13669859796881773,0.06028488315711295,0.314493711507078,0.33382062258422773,1.1353288070165473
447.0808716,0.4734678717244107,0.1366877329475106,0.06029395587227245,0.3144417310032935,0.333767035088738,1.1348761891527415
447.1950073,0.47350889741715757,0.1366775021086748,0.060303345012307406,0.3143905576667371,0.3337122078684122,1.134423461940957
447.3091431,0.4735493791118561,0.136667888323389,0.06031302525836891,0.3143401722759511,0.333656251427526,1.1339709328254075
447.4232788,0.47358934909350864,0.13665883350861976,0.060322971416611464,0.3142905558579923,0.33359927574073783,1.1335189067260425
447.5374146,0.47362880418332665,0.13665031983933337,0.06033315841403143,0.3142416896821356,0.33354139026738666,1.1330676860823667
447.6515808,0.4736677495294346,0.13664231543096736,0.06034356129461321,0.31419355525381687,0.3334827039640618,1.132617570895704
447.7657166,0.47370620037734235,0.13663478124424727,0.06035415521600877,0.31414613430880545,0.3334233252954793,1.1321688587699499
447.8798828,0.4737441712889662,0.13662767627983805,0.060364915446661144,0.31409940880760256,0.33336336224369273,1.13172184495085
447.9940491,0.473781664702548,0.13662097707207205,0.06037581736340117,0.314053360930056,0.33330292231566994,1.131276822363838
448.1082153,0.47381868006111455,0.13661465938059714,0.06038683644941663,0.31400797307018724,0.3332421125492644,1.130834081650474
448.2223816,0.4738552405484736,0.13660867345521396,0.06039794829263796,0.3139632278312243,0.3331810395176091,1.1303939112035164
448.3365784,0.47389135283738787,0.13660299058184525,0.060409128584657606,0.3139191080208335,0.33311980933196134,1.1299565972006615
448.4507446,0.4739270132463238,0.1365975890561575,0.06042035311996254,0.31387559664654624,0.3330585276430271,1.1295224236369832
448.5649414,0.47396223922206304,0.13659242863393772,0.06043159779555897,0.31383267691137406,0.3329972996407909,1.129091672356104
448.6791382,0.4739970434489385,0.13658747319967635,0.06044283861106542,0.3137903322096079,0.33293623005287853,1.1286646230801345
448.793335,0.47403142313982843,0.13658270134138958,0.06045405166918352,0.31374854612279457,0.33287542314148105,1.1282415534384012
448.9075317,0.474305947252353,0.13653788247063825,0.06053776971347835,0.31341379608877706,0.33241601684393984,1.1271233060742392
449.0217285,0.47435798878015284,0.13654161210177282,0.060565294293721914,0.3133551821382864,0.33227742099105617,1.1279584918185328
449.1359253,0.47450678323738593,0.1363796143103082,0.06049010441149451,0.3131399868480976,0.3325655446496664,1.1278871995527049
449.2501526,0.4747614295794548,0.13634755116797273,0.060576787401287385,0.31283382460396164,0.33209950776271574,1.1271608415259895
449.3643494,0.47455933376871656,0.13640404818404772,0.060534784504480854,0.31308381660077134,0.33234985857091187,1.1258964532476698
449.4785767,0.47465425268093936,0.13637279001434996,0.06055031416699001,0.31296462201959846,0.3322508309299707,1.1256456756612214
449.592804,0.4747811591090049,0.13620305313933578,0.060459095611444316,0.3127747349059029,0.3326177014539688,1.1249311812189884
449.7070313,0.4748588543860487,0.13604101958671277,0.06035269531168888,0.31264446732349566,0.3330682106405736,1.125492362764992
449.8212891,0.47533328483666765,0.135821203560409,0.0603738554499753,0.31203469974361764,0.3328250017218365,1.1274091783773108
449.9355164,0.47541099881739396,0.13574103129331294,0.06033873472272509,0.31192407475301126,0.3329574821590454,1.1293243196168827
450.0497437,0.4754476618675858,0.1355936681701335,0.06022575162767363,0.31184355069844655,0.3334506689044665,1.1286152001403187
450.1640015,0.4754969642031835,0.13567499413690948,0.06031944744796655,0.31180684500983097,0.33301660992047594,1.1279889715090332
450.2782593,0.47563387088162834,0.13560437654520163,0.06031830364250168,0.31162751270813094,0.3329784251953896,1.1268826032506036
450.3925171,0.4758981003465322,0.13546514678910015,0.060315433373323846,0.3112846918857735,0.3329084766109839,1.1263433330214383
450.5067749,0.47577408780201436,0.13556635018602275,0.06034772564660723,0.3114537771969495,0.3328029267426813,1.1256798939026227
450.6210327,0.4758013165395044,0.13559424849865703,0.060384419748098425,0.31142908094106925,0.33263055568857647,1.1237297635478696
450.735321,0.4759320439332779,0.13563086214535508,0.060475618617494786,0.31128670021844174,0.33218275558402854,1.1233991196871
450.8495789,0.4758339421469415,0.13572411289509376,0.060512538442028516,0.3114233692371254,0.33204869566702305,1.124097834067068
450.9638672,0.4756798516029033,0.13591665488474483,0.06061278820162569,0.31165331786310096,0.3316508173247815,1.1238880807893674
451.0781555,0.4753462449202762,0.13595516298601204,0.060496017715113815,0.31205131632452604,0.33227563580436925,1.1235245181004907
451.1924438,0.47502875007836437,0.1361016923513348,0.06048242985684317,0.31246105315468353,0.33243626972765494,1.1228088242703844
451.3067322,0.47511015829647807,0.136029177664956,0.06045549336429337,0.312347426062088,0.3325307522794184,1.1218659494151306
451.4210205,0.4749896625105806,0.1359509671345416,0.06033272509322211,0.31246888211042445,0.3331163521789328,1.1210188697480408
451.5353394,0.4747195541208913,0.1360999585363993,0.06034185638835171,0.3128228723652466,0.3331603820397288,1.1209697108691754
451.6496277,0.4746442754123396,0.13609401801003868,0.060303725421572515,0.31291153479209655,0.3333546158991478,1.1199968218060303
451.7639465,0.47464240862109897,0.13613298908082935,0.06033620259947077,0.3129218062499047,0.33320986756648924,1.120375482747948
451.8782654,0.47466075527595675,0.13611939992810926,0.06033318416742203,0.31289805671833265,0.33321782166696967,1.1201507836188909
451.9925842,0.47451655170473606,0.13634400677542755,0.060463611536219736,0.3131202718895181,0.33268067800307394,1.1201643738922875
452.1069031,0.4745242959299668,0.13642145677800044,0.060534963831017495,0.31313042970747124,0.332360304089293,1.1188270104264824
452.2212219,0.47471391113079053,0.13631256069792652,0.060525071280403145,0.3128813699771016,0.3323448924272582,1.1167251683997657
452.3355713,0.47483681700487923,0.13620343131189597,0.06048521810865627,0.31271102450301247,0.3324840661931076,1.117026631658716
452.4498901,0.47467825684013787,0.13633753808119886,0.060530807546558346,0.3129291861788175,0.332330496266028,1.117188799493211
452.5642395,0.4747754330235734,0.13619993561598417,0.060453884538697156,0.31278085291975294,0.3326427705323558,1.116331972973844
452.6785889,0.4747128238260725,0.13615025696610858,0.06038273473707424,0.31284294169004334,0.332979987116703,1.114227677780396
452.7929382,0.47427584633937436,0.13637784812170986,0.06038523780863065,0.3134119967409504,0.33310586031205114,1.114843743782557
452.9072876,0.4739889935447799,0.13654053168055819,0.06039847412722637,0.3137891872151697,0.3331367684711138,1.1149131297029256
453.021637,0.4739176462607317,0.13653187343397497,0.06035984043368081,0.3138731159729938,0.3333319124241199,1.1138105177804596
453.1360168,0.4739411798517371,0.13654232075457848,0.060379508200181606,0.3138477708267301,0.3332367449813073,1.1133304688132657
453.2503662,0.4739263250789394,0.13662708291171546,0.06044626441748438,0.3138845330303387,0.33294341343175926,1.1121866029000895
453.3647461,0.4735004136318823,0.13680017353577137,0.06040611825698637,0.3144291229863239,0.3332561107420822,1.1127066909690204
453.479126,0.4737174439871076,0.1366803372430581,0.060399253331339844,0.3141443899517073,0.33321871689303223,1.1138150208591695
453.5935059,0.47381017196719966,0.1366878273341099,0.06044648220231712,0.314034881845735,0.332978625286912,1.1153589882080135
453.7078857,0.4739236871893192,0.1366592372553553,0.060473038842999566,0.31389507269441075,0.33282481278712694,1.1158397716070128
453.8222656,0.47376133448388674,0.13679151934044717,0.06051517876292832,0.31411753369184503,0.3326878096133235,1.1186673160562135
453.936676,0.47399490096419183,0.136617260072351,0.06046783676722248,0.3138000847488261,0.33282546638200006,1.121681266694185
454.0510559,0.47402471896714826,0.1364525389122118,0.0603380070008899,0.3137265378177801,0.3333955422650526,1.1232036454768404
454.1654663,0.4739581980100717,0.13642499378211836,0.06028539443813635,0.31380093714673446,0.3336518569319834,1.122698733898221
454.2798767,0.47396534268054663,0.13645137743219002,0.0603107975329218,0.3137972073541043,0.3335358302132399,1.1222435230003622
454.3942871,0.47394959240697276,0.1365336862979215,0.06037562010556369,0.3138355620858729,0.3332514133327135,1.1223134726680144
454.5086975,0.4739052094994291,0.13650737295322546,0.06033311246262824,0.31388240482604435,0.3334552163701567,1.1229678920025288
454.6231079,0.47389377271847205,0.13654975489602858,0.060364112431099765,0.3139043894797689,0.33332008922197004,1.1227692615388523
454.7375488,0.4736898794850439,0.13661164114636315,0.06032682316646191,0.3141605654047491,0.33355058989145697,1.122773502345314
454.8519592,0.4739063766365613,0.1365117388701339,0.0603367290712727,0.3138805994556372,0.333438398098558,1.1230253547673064
454.9664001,0.47366176068163535,0.13661646706836897,0.060319028143576925,0.3141961385243574,0.3335944513070687,1.1234553373228724
455.0808411,0.4737043686541873,0.13653728741880317,0.06026973813015479,0.3141281429622638,0.33380146797146687,1.1234358741059125
455.195282,0.4737670270363893,0.13654977486177278,0.060307661560423526,0.3140549297551516,0.33361201068613094,1.1232708416732764
455.3097229,0.47367569512894914,0.13668576665431983,0.060385370831947754,0.31419525946196447,0.3332937954755685,1.1234822779809799
455.4241638,0.47383792545259307,0.1366791762083352,0.06045127554917266,0.3139998296655178,0.3329484992169952,1.1240459272009753
455.5386047,0.47387789132528274,0.136687283311072,0.06047709061784019,0.31395609680240627,0.3328211813219047,1.1233292420492242
455.6530762,0.47379892751552455,0.1366853965845281,0.06043995587092433,0.3140488117785698,0.3330115087201968,1.1249523416035525
455.7675476,0.4737538594239607,0.13664554034365753,0.060385498234813484,0.3140936069720871,0.3332687712358765,1.1248928932667517
455.882019,0.47344753261803224,0.13685809620901587,0.060432827866675594,0.31450501665778374,0.33315349535896804,1.1225524093298327
455.9964905,0.47352614350287975,0.1368677880703277,0.06047567934019778,0.3144126317789304,0.3329374475447138,1.1229753439018935
456.1109619,0.47385601280646417,0.13664240316175535,0.060427574227341234,0.3139702273911911,0.3330486249585673,1.1227195801913574
456.2254333,0.4738381936890097,0.13669379819468536,0.060464163890439064,0.31400303206246144,0.3328909600936623,1.12336184010376
456.3399048,0.47381475001532747,0.136621171297247,0.060390815769873374,0.3140144499759624,0.33322565479331456,1.123048189714824
456.4544067,0.47368472636570325,0.13664136870972404,0.06035084605899001,0.31417436669476145,0.333445099069098,1.1235739290120892
456.5689087,0.4734623710909859,0.13687598807761436,0.06045511942945728,0.3144917294641662,0.3330494599184388,1.1246674459579145
456.6833801,0.4734399129497647,0.1369216032222739,0.060483811502480486,0.3145271563525902,0.33292821871114886,1.1248270683353958
456.7978821,0.4735768744859141,0.13682540637607607,0.060462282735889814,0.3143441372998111,0.332981561744389,1.1255607522404616
456.912384,0.4736117610107067,0.13687199259897445,0.06051740440043085,0.31431172681567127,0.33272450214621635,1.1277601154300771
457.0269165,0.473537509152752,0.13694654659585426,0.06054895722429528,0.3144168788213601,0.33260719721148974,1.129145584325156
457.1414185,0.47353821789248024,0.13692552183800413,0.060530988690571316,0.31441116284786547,0.33268703009470785,1.130691049705597
457.2559509,0.473793814411685,0.13664644745908702,0.06040388730235646,0.3140459742397888,0.3331740649614416,1.1310714883035695
457.3704529,0.47389892245688364,0.13661025637489374,0.06041901899836459,0.31391194989349286,0.3330733176556264,1.1322467388294732
457.4849854,0.47387164175819113,0.1366561664158171,0.06044653494603794,0.31395494569055366,0.33295914325455206,1.1330406169528289
457.5995178,0.4740490334267481,0.13655519496358745,0.060438685197629974,0.3137227280994628,0.332938743216398,1.1324035831553116
457.7140503,0.47391099310601126,0.13665990536036673,0.060467223722473686,0.31390895604052726,0.33285446364578775,1.1323082943877163
457.8285828,0.4738483973645992,0.13678461894561708,0.060548225113983556,0.3140131195682223,0.3325132647899635,1.1333991436629485
457.9431458,0.4738404663898691,0.13665022790265777,0.060427302778594746,0.31399022533830834,0.3330546669334773,1.132499312517533
458.0576782,0.4740449357224337,0.13656123294308156,0.06044161525356101,0.31372797064331964,0.332926745472072,1.1325136719216324
458.1722412,0.47403581287852564,0.1365314490199002,0.06041217123162641,0.31373292094706856,0.33306121060142785,1.1324754943237547
458.2868042,0.4740670906274068,0.136549359826324,0.06044117938072828,0.3136990606668233,0.33292175384285577,1.1335359980082496
458.4013672,0.47428491587055804,0.13635609054109807,0.06037049566591812,0.3133963935382307,0.33316887321571564,1.1348106354852063
458.5159302,0.47420442145770086,0.1363119204890628,0.06029637203968155,0.31348173142375835,0.3335253013553298,1.1355583000559046
458.6304932,0.4742715885878144,0.1361669229927363,0.060200363246516,0.3133685555039592,0.3339334979066527,1.1366884625834084
458.7450562,0.4741949722886383,0.13621492260226492,0.06020865038965101,0.3134719315029344,0.33392075996336457,1.1368125195910534
458.8596497,0.474056693822423,0.13621646978344584,0.060148535992531615,0.3136366855600461,0.33423317603493574,1.138211045281988
458.9742126,0.4737227168812331,0.13640795473750592,0.060165007335538645,0.3140756336194258,0.33426382854732534,1.1387932563482284
459.0888062,0.47355196656839255,0.136366812803146,0.06005386923011542,0.31427081956107483,0.33481520861880026,1.139759999566493
459.2033997,0.47352498795435066,0.1362836693499349,0.05997020611397326,0.31428518034489805,0.3351988393113072,1.1405619295588318
459.3179932,0.4734954352443866,0.13635438694530472,0.06001797435303191,0.3143355394412227,0.33499378960252524,1.1382764923562505
459.4325867,0.4733906515760318,0.13630932403267126,0.05993295266920819,0.3144518699701684,0.33540812459619046,1.1373636316562303
459.5472107,0.4733399211989489,0.13629803737347887,0.05990131221484518,0.31451135395989976,0.3355662624191598,1.1379713492030255
459.6618042,0.47348346011160514,0.13614681085954855,0.059833856520316475,0.3143056883088587,0.33582405698321566,1.1366995899954675
459.7764282,0.47337196711356444,0.13619044189245896,0.05982245590052403,0.3144497929100784,0.33591040907421327,1.1371428331816502
459.8910217,0.4734059243908711,0.13617286942675538,0.05982262019605744,0.3144053436434183,0.33589903723271985,1.137328284535664
460.0056458,0.47306338475584186,0.13633972208276499,0.05981465835791644,0.31485201643321703,0.33604198596577234,1.1380329774335791
460.1202698,0.47296716884217405,0.13633168533984638,0.05976598290839552,0.31496764031560814,0.336291209468274,1.1380270400315686
460.2348938,0.4726677291459491,0.13651885808693023,0.05979475510810382,0.3153675412886426,0.3362555740977112,1.1391816990872656
460.3495483,0.4727238036521254,0.13641683143379504,0.05973140209679707,0.31527811989005133,0.3365227409070616,1.1398801359294268
460.4641724,0.47245810854220865,0.13652192661907672,0.05970503604213631,0.31562191116992694,0.3367247271384425,1.1407283478928556
460.5788269,0.4723170719872515,0.13656128445057492,0.05967644138522732,0.31580019717591873,0.33689742891506214,1.139955362378946
460.6934509,0.472380560734415,0.13644051427161458,0.05960090557082221,0.3156992151719904,0.3372177369050516,1.1411415648990535
460.8081055,0.4721450702342486,0.1365182713322678,0.05956427223789315,0.31600127890877183,0.33745659129949573,1.140099343674192
460.92276,0.4718165244496001,0.1367303318121695,0.059601973322743626,0.31644336141945845,0.33738963233342145,1.139503411101696
461.0374146,0.47142527539829576,0.13695074878105765,0.05961857331662305,0.31696267940899864,0.33743716154484527,1.1401739486076055
461.1520996,0.4711493857780568,0.13708387722228474,0.05961073373370668,0.31732408407701,0.33755852263586333,1.1427787099924582
461.2667542,0.47107562853956536,0.13699914691498433,0.05950628910395853,0.317399011248176,0.33805236426887136,1.1429739428955734
461.3814087,0.47094110192229,0.13702418764939645,0.059468690905822186,0.317568624267614,0.3382639806491793,1.1451377885258556
461.4960938,0.470793243519593,0.13702243618999255,0.059403669050460586,0.3177521799299335,0.3386040801568154,1.1458904993714327
461.6107788,0.4707631984493377,0.1370098882337959,0.05937904160511162,0.31778533055883273,0.3387243421291242,1.1463457971426692
461.7254639,0.470851301703497,0.13690088380820897,0.059325175233170435,0.31765812078101774,0.338940344198314,1.1472957257475211
461.8401489,0.47087426271802213,0.13689865527171788,0.05933323988106586,0.31762923510189334,0.3388966814709863,1.1448169259201395
461.954834,0.4709867740453811,0.13676285612311745,0.05926698207983952,0.3174668263077764,0.33916116648091454,1.1447639833564118
462.0695496,0.47100230380158703,0.136721090042564,0.059238871577548854,0.3174414800622482,0.3392837279022438,1.1452765961770153
462.1842346,0.4705773711017311,0.13711206871475054,0.05938493047002638,0.31803265702981004,0.3387558284245736,1.1439313751703624
462.2989502,0.47076006113611185,0.13706954705796578,0.059429251582716267,0.3178013509668769,0.33849892840291573,1.1445864359551423
462.4136353,0.4709269195061802,0.1370203085144231,0.05945996913088174,0.3175867305367939,0.3383080529090952,1.1443800443755514
462.5283508,0.4709467941332244,0.13703079388241535,0.05947764171098796,0.3175643674814447,0.33822214063749434,1.1440541206034036
462.6430664,0.47088157856603663,0.13711176531371885,0.05951716364878437,0.3176574285920252,0.33806389404848014,1.1446501382528207
462.7578125,0.47085713701308884,0.13699725591329068,0.05940933102543251,0.3176674400696214,0.33855822051987566,1.1452955539151795
462.8725281,0.470723246301623,0.13709194252574078,0.059431355739545694,0.31784907395425743,0.3385005969097108,1.1446596869177714
462.9872437,0.4708047346826362,0.1370326238686407,0.05941711127975447,0.317739371630584,0.3385396972033288,1.1450550784428128
463.1019897,0.4708515736440877,0.1370202957935913,0.05942662738467755,0.31767849797273956,0.3384818854556837,1.1449368150161063
463.2167358,0.47096980957095896,0.13690903364726764,0.0593844380672259,0.317514849948382,0.3386358264213238,1.1455373790170582
463.3314819,0.47100692111163545,0.13682225414310345,0.05932620406815472,0.31745245212238526,0.338887090357775,1.1445849171638491
463.446228,0.4710700872036643,0.1368403736231559,0.059368997804554374,0.31737760987891594,0.33867391685926573,1.1440440450694571
463.5609741,0.4710667742831284,0.13682892618283693,0.05935790357715957,0.31737981680365174,0.3387251128585015,1.1450707218496108
463.6757202,0.47101990612576355,0.13685165748130895,0.059356790667212306,0.3174416886812694,0.33874481224176345,1.1468274904846647
463.7904663,0.47108400040094234,0.13691558132867396,0.0594395385018154,0.31737497402397213,0.338351224775314,1.1466324464101183
463.9052429,0.4710487550284062,0.1369506946619367,0.059454158861728806,0.31742489200043783,0.3382963052308457,1.1465154321351811
464.0200195,0.47124716771816855,0.13683612958076707,0.05944322725134817,0.3171602319353464,0.3382836022300288,1.145347185805136
464.1347656,0.47136930567937885,0.1368191781260349,0.059481593065370666,0.3170061873817191,0.33807205995154527,1.1464416125978447
464.2495422,0.47161818300700237,0.13670492397652376,0.059492827783724576,0.31667968012963726,0.33794346575061046,1.1492746674751395
464.3643188,0.4717373797372099,0.1366272059244792,0.05947935545047142,0.3165206933452905,0.3379672730951943,1.1519500674621639
464.479126,0.47184764651689093,0.13665964414425377,0.059555225210787655,0.31639190576120585,0.33759057895856703,1.1529796932116259
464.5939026,0.4717961451000574,0.13662625486353905,0.05950438119889253,0.31644890984608487,0.33783604848540766,1.1550362758066488
464.7087097,0.47182844780231403,0.13666763994647707,0.05955300662873446,0.3164156325533594,0.3376063265908772,1.155119522598298
464.8234863,0.4719896415297832,0.13658953697823595,0.05955695841103526,0.3162040745084615,0.33753810051740574,1.155467374334742
464.9382935,0.4719645299407018,0.136417707709317,0.059399918185102554,0.3162034758859271,0.3382548351767936,1.1551234760549227
465.0531006,0.4722182418984815,0.13620146438884467,0.05932558565703112,0.3158511680136504,0.3385110969138695,1.1559822252867775
465.1679077,0.4724608900351206,0.1360592987540989,0.05931084264212941,0.31552888021822423,0.33850211487143494,1.1568442743314595
465.2827148,0.47259891639449575,0.13591966342228126,0.05925111567952951,0.31533219586663447,0.33872878776552057,1.157644923056555
465.397522,0.4724411540826135,0.1359611912146773,0.059217759936821435,0.3155330571557448,0.33892911481148846,1.1566469229489351
465.5123596,0.47242262972372967,0.13594877556898224,0.059199070241216956,0.31555328220846207,0.3390194926576696,1.1570619511952702
465.6271667,0.47277866624837256,0.13574905031743315,0.0591844596615249,0.31508117952404124,0.3389745247181587,1.1570715473504571
465.7420044,0.4728115341634923,0.13576160414848773,0.059209478492168,0.3150433666581268,0.3388509454979676,1.157674870558139
465.856842,0.4728108160665063,0.13576162262157793,0.05920873770605549,0.3150436344797972,0.3388544021633586,1.1566978801442311
465.9716797,0.47286389753122665,0.13573778434907915,0.05921164856562548,0.31497410380581414,0.3388245740948009,1.1558749101860917
466.0865173,0.47269253539934114,0.1358351993696899,0.059219784684135204,0.3152015987435124,0.33884127206201015,1.1572948623406631
466.201355,0.4725888226131884,0.1358555365486442,0.059191873493976276,0.3153321922031788,0.33900006808594185,1.1596690739026314
466.3162231,0.4724825769454389,0.13588905451867994,0.0591744666752162,0.3154690979699551,0.3391122452509352,1.1597633835521124
466.4310608,0.47231859581546437,0.13595220711011347,0.059157139142788306,0.31568231925137163,0.3392421190247064,1.1598117526225056
466.545929,0.4723342630117665,0.13591400954154675,0.05913160254451781,0.31565631425393725,0.33935297460721786,1.1609903929104033
466.6607971,0.4723269330268163,0.13583542490021816,0.05906098608956477,0.3156498291837101,0.3396751764966225,1.1621833196645734
466.7756653,0.47234372852837525,0.13576238045885983,0.059006801085444954,0.3156171332343444,0.3399160173106698,1.1631565842039533
466.8905334,0.4723695625666123,0.13577408238434735,0.05902789237282352,0.3155873374254447,0.3398121984003073,1.1635736227384144
