wavelength_nm,R30,R45,R60
5.060531616000000099e+02,3.077359058888449739e-01,3.420669420790136694e-01,1.184290625197716329e+00
5.061693114999999921e+02,3.079139408808663214e-01,3.421250447552855456e-01,1.184146808219906921e+00
5.062854613999999742e+02,3.080456241946621931e-01,3.421505854620461862e-01,1.184722822713253354e+00
5.064015807999999765e+02,3.080620763264487194e-01,3.419695077331085242e-01,1.185709457670155453e+00
5.065177307000000155e+02,3.080746429582579826e-01,3.418018420151427983e-01,1.185170951789308091e+00
5.066338805999999977e+02,3.082205970136768225e-01,3.417045260722242905e-01,1.185208002240023539e+00
5.067500304999999798e+02,3.083540277529570606e-01,3.417693070532329402e-01,1.185064477821088591e+00
5.068661804000000188e+02,3.084663347919595622e-01,3.420020843822894063e-01,1.185806286118317621e+00
5.069823607999999808e+02,3.085860510484182972e-01,3.420836773400622866e-01,1.186651528391387433e+00
5.070985107000000198e+02,3.086659944161879721e-01,3.421111754660211002e-01,1.186966201440593061e+00
5.072146606000000020e+02,3.088068656002221912e-01,3.422684617701125531e-01,1.187805151705853435e+00
5.073308410999999865e+02,3.088578405247421332e-01,3.424186739032761828e-01,1.187568599010713655e+00
5.074470215000000053e+02,3.089228298340122025e-01,3.425412155834040573e-01,1.187938740964049833e+00
5.075632019000000241e+02,3.090353679467849335e-01,3.424589381475006689e-01,1.188120800596007776e+00
5.076793822999999861e+02,3.091213165987491962e-01,3.424037432529640212e-01,1.188354258313644829e+00
5.077955627000000050e+02,3.091223374966397541e-01,3.424866904323431438e-01,1.188387493073338463e+00
5.079117431999999894e+02,3.091887815185405120e-01,3.425881540046030738e-01,1.188467483096152577e+00
5.080279236000000083e+02,3.091638161938798923e-01,3.425547041699063544e-01,1.189092636061502173e+00
5.081441040000000271e+02,3.092508903852553281e-01,3.426153201488604805e-01,1.189432267650006869e+00
5.082603149000000258e+02,3.091588015009895662e-01,3.426372677917146614e-01,1.189399413757070034e+00
5.083765258999999901e+02,3.090880300119722701e-01,3.426531774716307099e-01,1.189131139905774459e+00
5.084927063000000089e+02,3.091726573376026854e-01,3.426601285115646323e-01,1.189202341916204331e+00
5.086089172000000076e+02,3.092465866688977605e-01,3.426808712167080939e-01,1.189107082620788791e+00
5.087251281999999719e+02,3.093602081541242388e-01,3.428786731543255750e-01,1.188737303427895187e+00
5.088413391000000274e+02,3.096123756081862188e-01,3.428338574527593496e-01,1.188150915659331286e+00
5.089575500000000261e+02,3.095961538237988475e-01,3.428836058125839803e-01,1.187666411648465647e+00
5.090737609999999904e+02,3.097086493976889399e-01,3.429847884330232133e-01,1.187443287611753995e+00
5.091900024000000258e+02,3.098518834660708987e-01,3.430843831826758672e-01,1.186853860960593865e+00
5.093062133999999901e+02,3.099281627373118853e-01,3.431049872769151854e-01,1.186385116508545057e+00
5.094224548000000254e+02,3.099781341681296376e-01,3.432901973006513008e-01,1.186960879003529756e+00
5.095386657999999898e+02,3.101727305491902564e-01,3.431963717215908982e-01,1.186296759942491175e+00
5.096549072000000251e+02,3.102240708154913595e-01,3.432144650998496527e-01,1.186560367035119690e+00
5.097711487000000261e+02,3.101362604541810786e-01,3.433191039311139781e-01,1.186217850916447158e+00
5.098873901000000046e+02,3.100686140894384213e-01,3.434770751911380704e-01,1.185717920206352138e+00
5.100036316000000056e+02,3.100823717540474034e-01,3.435726320292876723e-01,1.185054386439519769e+00
5.101198729999999841e+02,3.099671691314325739e-01,3.437437328931099989e-01,1.185445398759777280e+00
5.102361450000000218e+02,3.100233856360706253e-01,3.441308648187775265e-01,1.185413848040488105e+00
5.103523865000000228e+02,3.100287488390586210e-01,3.442123701335653707e-01,1.185719100489811106e+00
5.104686583999999812e+02,3.102463096022453071e-01,3.445461319264246369e-01,1.186480945361020778e+00
5.105848998999999822e+02,3.101884624740707252e-01,3.447414206456399510e-01,1.186893081948457107e+00
5.107011719000000198e+02,3.101722760998064099e-01,3.449430617864259752e-01,1.186692693299538082e+00
5.108174437999999782e+02,3.102247058615373865e-01,3.450765674881515754e-01,1.186589842166623221e+00
5.109337158000000159e+02,3.102732769945896196e-01,3.453054892150605459e-01,1.186079393726030107e+00
5.110499877999999967e+02,3.103626097126482852e-01,3.454547308189798716e-01,1.186125574371040603e+00
5.111662597999999775e+02,3.104890931757006145e-01,3.455229083655510514e-01,1.186077740673692871e+00
5.112825316999999927e+02,3.104664899294905522e-01,3.455847660891006035e-01,1.185883226945441793e+00
5.113988342000000102e+02,3.104079177538514589e-01,3.457356686916918664e-01,1.186255578586015158e+00
5.115151061999999911e+02,3.103698343291457218e-01,3.455514376944740507e-01,1.185672317640826146e+00
5.116314087000000086e+02,3.102832894892849080e-01,3.455559178889016647e-01,1.186766276732233782e+00
5.117476806999999894e+02,3.102728263806143194e-01,3.457538792616087764e-01,1.187209545692868184e+00
5.118639832000000069e+02,3.102718313493096902e-01,3.458587483359044090e-01,1.188074294368257622e+00
5.119802856000000020e+02,3.103606571823511184e-01,3.459825841309001060e-01,1.188453603651528301e+00
5.120966187000000218e+02,3.102974957356918195e-01,3.459494817943210010e-01,1.188769814394814661e+00
5.122128906000000370e+02,3.102223181112883643e-01,3.459448308940163419e-01,1.189333040147178666e+00
5.123292235999999775e+02,3.101286102708489811e-01,3.458977052978348676e-01,1.189855573959376356e+00
5.124454955999999584e+02,3.100405349147200007e-01,3.458394716108982858e-01,1.189581011504736496e+00
5.125618286000000126e+02,3.099976379203235877e-01,3.457733803369691383e-01,1.189628332983224679e+00
5.126781615999999531e+02,3.100879949206831188e-01,3.456526050268726724e-01,1.190310805024017871e+00
5.127944946000000073e+02,3.100814168381739733e-01,3.455511491531607082e-01,1.190558849265922925e+00
5.129108275999999478e+02,3.098764602143807556e-01,3.455319827569190982e-01,1.191088026243207088e+00
5.130271606000000020e+02,3.098964917789218121e-01,3.455171251997959381e-01,1.190916383696869474e+00
5.131434937000000218e+02,3.098674051208154534e-01,3.454747714607125375e-01,1.191309081640432366e+00
5.132598266999999623e+02,3.098993061766651125e-01,3.455152187207878312e-01,1.191025391421862922e+00
5.133761597000000165e+02,3.098422203589496493e-01,3.455145058630423871e-01,1.190912088226189214e+00
5.134924926999999570e+02,3.098205616341450086e-01,3.454453657608450023e-01,1.191590910104054268e+00
5.136088257000000112e+02,3.096977793152956848e-01,3.454490491481512771e-01,1.191669455441060066e+00
5.137251586999999518e+02,3.097059521842883689e-01,3.455323847903031820e-01,1.191776576797471954e+00
5.138415526999999656e+02,3.096633977388199566e-01,3.456010215714721001e-01,1.192222035954073167e+00
5.139578857000000198e+02,3.097005132285906570e-01,3.455642324720716863e-01,1.192589560400881155e+00
5.140742188000000397e+02,3.095979908826005378e-01,3.455363931024387769e-01,1.192685525524591839e+00
5.141906128000000535e+02,3.095589556924452368e-01,3.455333769505115060e-01,1.192664088864609839e+00
5.143069457999999941e+02,3.095729718284334075e-01,3.455612583139745508e-01,1.193302567871873832e+00
5.144233398000000079e+02,3.095329124936249121e-01,3.455723468184181968e-01,1.193983858122019681e+00
5.145396729000000278e+02,3.093247560888621739e-01,3.455392241654856034e-01,1.193744523710044803e+00
5.146560669000000416e+02,3.092772300339933778e-01,3.456390294226229787e-01,1.193624278055403387e+00
5.147724609000000555e+02,3.091916862692998813e-01,3.456610196510134236e-01,1.193427975301116994e+00
5.148888550000000350e+02,3.091323507119349001e-01,3.455385428919138802e-01,1.194157262506285733e+00
5.150051879999999755e+02,3.091053726030973947e-01,3.455365803911662481e-01,1.193030182496398472e+00
5.151215819999999894e+02,3.090806434182999385e-01,3.455539981043428410e-01,1.193166463622166606e+00
5.152379760999999689e+02,3.090312833319745489e-01,3.455196032500588155e-01,1.193253730724250783e+00
5.153543700999999828e+02,3.091260228869834314e-01,3.454399235433497362e-01,1.193099563094015547e+00
5.154707641999999623e+02,3.089368330134332208e-01,3.453723868900430150e-01,1.192695372468020265e+00
5.155871581999999762e+02,3.089207658512051480e-01,3.455451797818752668e-01,1.192745562110783197e+00
5.157035521999999901e+02,3.089175492488487329e-01,3.455170115842522982e-01,1.192726257389739031e+00
5.158200073000000430e+02,3.088769693924730553e-01,3.453528329029137423e-01,1.192757419584964396e+00
5.159364014000000225e+02,3.088843894770579857e-01,3.453934234853229812e-01,1.192755419844166997e+00
5.160527954000000364e+02,3.088514783393946361e-01,3.453015062684132719e-01,1.192911330462329556e+00
5.161691895000000159e+02,3.088131211837156220e-01,3.452049918688540608e-01,1.192936717615706188e+00
5.162856444999999894e+02,3.087990902603557908e-01,3.451251070129435772e-01,1.192974370520879512e+00
5.164020385999999689e+02,3.088438149343530892e-01,3.450960811270010753e-01,1.193033907559145179e+00
5.165184937000000218e+02,3.088132791450978187e-01,3.449388395725805356e-01,1.192814725187347324e+00
5.166348877000000357e+02,3.086862080765725436e-01,3.447748596618046002e-01,1.192044364740615148e+00
5.167513427999999749e+02,3.086157711356146138e-01,3.447507243731011695e-01,1.192340946896732534e+00
5.168677979000000278e+02,3.085494694929263315e-01,3.446487431339008145e-01,1.192147904188884500e+00
5.169841919000000416e+02,3.084975188729404127e-01,3.446389876655926998e-01,1.192140991563085617e+00
5.171006469999999808e+02,3.085311371343594788e-01,3.445522008299947148e-01,1.192073192978074125e+00
5.172171021000000337e+02,3.085028520960859111e-01,3.443751246056607207e-01,1.192116592901679484e+00
5.173335571000000073e+02,3.086243661301953933e-01,3.442297627722031850e-01,1.193392423013653447e+00
5.174500121999999465e+02,3.086339701981969941e-01,3.441056238278210611e-01,1.193736083331722320e+00
5.175664672999999993e+02,3.086172324626758057e-01,3.440290867202295266e-01,1.193307277478365291e+00
5.176829224000000522e+02,3.087603753273391871e-01,3.440531098456860448e-01,1.194233291573476574e+00
5.177993774000000258e+02,3.089581621613449736e-01,3.440852876530559601e-01,1.194855006967441291e+00
5.179158324999999650e+02,3.089327835658474131e-01,3.438921991455819449e-01,1.194898743944384112e+00
5.180322876000000178e+02,3.089268575332765887e-01,3.436011688844262668e-01,1.195125467649629902e+00
5.181487426999999570e+02,3.088169943710362131e-01,3.435559460499988949e-01,1.194597367667519672e+00
5.182651978000000099e+02,3.088724939165150563e-01,3.433580475607620475e-01,1.194651265349679914e+00
5.183817139000000225e+02,3.088354677141683657e-01,3.433538597593056574e-01,1.195386304925081689e+00
5.184981688999999960e+02,3.087702394345556711e-01,3.430733863681961204e-01,1.195874349199599340e+00
5.186146240000000489e+02,3.087873077184370429e-01,3.430547642175984513e-01,1.196479249947514534e+00
5.187311400999999478e+02,3.087606384225894951e-01,3.429455245395331420e-01,1.196333837975714909e+00
5.188475952000000007e+02,3.087330991620279574e-01,3.431067301295304683e-01,1.197038377778098406e+00
5.189641113000000132e+02,3.087764791687922505e-01,3.431124780174937272e-01,1.197157362144716464e+00
5.190806274000000258e+02,3.087826046200389252e-01,3.431231584203979224e-01,1.197657345086203362e+00
5.191970824999999650e+02,3.087282769994461051e-01,3.431593161116866519e-01,1.198063167936984641e+00
5.193135985999999775e+02,3.086524509516332393e-01,3.431999631564444653e-01,1.198279167519394450e+00
5.194301146999999901e+02,3.086638036076522207e-01,3.430901267104544128e-01,1.198721124948390004e+00
5.195466308999999683e+02,3.086518820943938146e-01,3.430134027220240189e-01,1.198625458410081057e+00
5.196631469999999808e+02,3.085488412087182275e-01,3.430194793773662099e-01,1.198092213942347106e+00
5.197796021000000337e+02,3.085236082175659700e-01,3.429193600185410085e-01,1.197999836648254268e+00
5.198961182000000463e+02,3.085754788459590947e-01,3.429187758113892426e-01,1.198058211412639462e+00
5.200126342999999451e+02,3.085582266624227188e-01,3.427253493562770204e-01,1.198043809354011557e+00
5.201292114000000311e+02,3.086322142648009192e-01,3.426813457456054368e-01,1.198219456768125468e+00
5.202457275000000436e+02,3.086577097641786116e-01,3.426807312752524481e-01,1.198300447467208096e+00
5.203622437000000218e+02,3.086903392586225481e-01,3.426156890267814115e-01,1.198545742865198438e+00
5.204787598000000344e+02,3.086486555227339057e-01,3.425902499142262081e-01,1.198309936146072285e+00
5.205952759000000469e+02,3.086972254453419495e-01,3.425805991016601659e-01,1.198343495027953898e+00
5.207118530000000192e+02,3.086913509823013824e-01,3.425914912384834810e-01,1.198689068950183012e+00
5.208283691000000317e+02,3.087585211232829474e-01,3.424788406954836217e-01,1.198910545313743192e+00
5.209448853000000099e+02,3.088245119489692048e-01,3.424435361229690722e-01,1.199178811106038633e+00
5.210614623999999822e+02,3.087689335904807986e-01,3.423776162863845784e-01,1.199701426625563228e+00
5.211779784999999947e+02,3.087294363148008203e-01,3.423605036781031674e-01,1.200741867848583500e+00
5.212945557000000463e+02,3.086304670155516350e-01,3.422833922184692068e-01,1.200385220038345579e+00
5.214111328000000185e+02,3.087215201528208941e-01,3.423283857775870076e-01,1.201605468406846455e+00
5.215276489000000311e+02,3.087428229683840120e-01,3.423920849738616434e-01,1.201977446275970030e+00
5.216442260999999689e+02,3.087987226919184369e-01,3.423152905789736411e-01,1.202580205508825717e+00
5.217608032000000549e+02,3.088033576177821593e-01,3.421898191666327693e-01,1.202712809799092009e+00
5.218773803999999927e+02,3.088935657927047718e-01,3.420132947977650439e-01,1.203338523057043918e+00
5.219939574999999650e+02,3.089107060491899648e-01,3.418419293523247693e-01,1.204179847160580241e+00
5.221104735999999775e+02,3.089661484674918190e-01,3.417196340056122272e-01,1.204565747212164695e+00
5.222270508000000291e+02,3.090511149929991430e-01,3.417429594106668467e-01,1.204910448740981188e+00
5.223436890000000403e+02,3.091067261732703964e-01,3.416177917797360020e-01,1.205743747391899490e+00
5.224602661000000126e+02,3.091575211488081232e-01,3.416457517489371876e-01,1.206607267024680796e+00
5.225768432999999504e+02,3.092161842299487318e-01,3.414686233777659008e-01,1.207440598805232801e+00
5.226934204000000364e+02,3.092972734072048091e-01,3.414113480234567954e-01,1.207422220397787127e+00
5.228099975999999742e+02,3.093299783176030604e-01,3.413251626494674396e-01,1.207381868453339280e+00
5.229265746999999465e+02,3.092804503805334781e-01,3.413201431433431354e-01,1.208026382065639392e+00
5.230432128999999577e+02,3.095226241703898928e-01,3.412436003134686202e-01,1.208680313879150203e+00
5.231597900000000436e+02,3.095768383080523267e-01,3.412789553429227407e-01,1.208799433944516055e+00
5.232764282000000549e+02,3.097110310825277879e-01,3.412901163447341069e-01,1.209826345108702794e+00
5.233930053999999927e+02,3.097548394517766202e-01,3.413891652624601591e-01,1.210051042373949892e+00
5.235096436000000040e+02,3.098089078953684683e-01,3.413439671546648069e-01,1.210529506193628313e+00
5.236262206999999762e+02,3.098426481122920628e-01,3.413122183351987027e-01,1.210774704084637277e+00
5.237428588999999874e+02,3.099233806531931368e-01,3.412689867498703289e-01,1.211150468486233311e+00
5.238594359999999597e+02,3.099948257802035423e-01,3.414017829979030250e-01,1.211139512072084035e+00
5.239760741999999709e+02,3.101593084949866297e-01,3.416810550983533368e-01,1.211003957734402281e+00
5.240927123999999822e+02,3.102489415483553059e-01,3.418275044083486924e-01,1.211923931295939338e+00
5.242093505999999934e+02,3.103156284796813047e-01,3.418794652337461271e-01,1.212196525938764591e+00
5.243259888000000046e+02,3.103749917473537234e-01,3.420181597354630676e-01,1.212334647429804901e+00
5.244425658999999769e+02,3.103646423582039904e-01,3.420006318811626422e-01,1.211828080329717450e+00
5.245592040999999881e+02,3.103640417731619028e-01,3.420932387288074805e-01,1.211742366179541897e+00
5.246758422999999993e+02,3.103873101180835148e-01,3.421401848257533684e-01,1.211655487793186881e+00
5.247925414999999703e+02,3.103185340953060201e-01,3.420697306937547366e-01,1.211682518729487734e+00
5.249091796999999815e+02,3.104385811630787639e-01,3.420650547075758108e-01,1.212294752132173858e+00
5.250258178999999927e+02,3.105175398955273280e-01,3.420591016297882536e-01,1.212990910608014561e+00
5.251424561000000040e+02,3.105652746580326862e-01,3.421091568747151035e-01,1.213223619569299805e+00
5.252590942000000496e+02,3.105183039006025880e-01,3.421946180287787076e-01,1.213543303787053107e+00
5.253757934999999861e+02,3.106256446962747386e-01,3.423007135433895898e-01,1.213618655647102917e+00
5.254924316000000317e+02,3.105504028006369488e-01,3.423331247727590676e-01,1.214205871624471689e+00
5.256090698000000430e+02,3.105594359787652303e-01,3.424609848963636183e-01,1.213962953771949405e+00
5.257257690000000139e+02,3.106196723499579093e-01,3.424703306062071295e-01,1.214166444081235641e+00
5.258424072000000251e+02,3.107648475736035087e-01,3.424444069079305430e-01,1.214009237243354855e+00
5.259591063999999960e+02,3.109076102589366508e-01,3.424068895126243239e-01,1.214547111301281346e+00
5.260757446000000073e+02,3.109658347077862706e-01,3.425365784781028156e-01,1.214962047120734301e+00
5.261924437999999782e+02,3.109985559168722546e-01,3.426375934787113109e-01,1.215342889412314165e+00
5.263091431000000284e+02,3.109390712475373908e-01,3.425908505412371130e-01,1.215636657770134965e+00
5.264258422999999993e+02,3.108267146277879922e-01,3.427063262104715902e-01,1.216124765825482124e+00
5.265424805000000106e+02,3.108261014823007207e-01,3.427782130927791715e-01,1.216307423247038333e+00
5.266591796999999815e+02,3.107642820849942922e-01,3.428590159915426150e-01,1.216340291711071941e+00
5.267758788999999524e+02,3.106875710220611819e-01,3.428915356273045112e-01,1.216131849872615911e+00
5.268925781000000370e+02,3.106744624654538267e-01,3.429257970170849212e-01,1.216568119569436446e+00
5.270092773000000079e+02,3.106861466383943338e-01,3.429931952480137491e-01,1.217015948989775831e+00
5.271259765999999445e+02,3.105652142497146162e-01,3.431395013179805442e-01,1.217281806271559130e+00
5.272426758000000291e+02,3.106310107028205647e-01,3.431360020281066792e-01,1.217444390170936197e+00
5.273593750000000000e+02,3.106982227212128356e-01,3.431747234147474179e-01,1.218066315858532311e+00
5.274760741999999709e+02,3.108586279309288880e-01,3.431767692449972373e-01,1.218398657055478562e+00
5.275928344999999808e+02,3.108847157559539998e-01,3.433436854326728516e-01,1.218803773936502077e+00
5.277095336999999518e+02,3.109848666906335213e-01,3.433185825734409446e-01,1.219201277659501148e+00
5.278262329000000364e+02,3.110723641602067269e-01,3.433066274842875854e-01,1.219433767313241157e+00
5.279429932000000463e+02,3.111285260679484965e-01,3.433190448188329080e-01,1.219880656625825344e+00
5.280596924000000172e+02,3.110897400275158819e-01,3.431461257328715653e-01,1.220070039669091777e+00
5.281764525999999478e+02,3.111629881552129828e-01,3.432450689567407287e-01,1.220205044324977672e+00
5.282931518999999980e+02,3.111923989648014421e-01,3.432510510460913822e-01,1.220846737520018044e+00
5.284099121000000423e+02,3.111201995626380334e-01,3.430197934724865116e-01,1.221742982321843529e+00
5.285266113000000132e+02,3.110568225295213263e-01,3.429187058659157739e-01,1.222211610565773876e+00
5.286433716000000231e+02,3.108977183643240050e-01,3.427883702450729153e-01,1.222377159315100492e+00
5.287601317999999537e+02,3.108175636344875370e-01,3.426689863986061013e-01,1.222675559843703352e+00
5.288768311000000040e+02,3.106995569965853576e-01,3.424497695517988993e-01,1.223643455753683940e+00
5.289935913000000482e+02,3.106808195831883834e-01,3.422586504112824501e-01,1.223959438476136974e+00
5.291103515999999445e+02,3.106702306018143123e-01,3.422320413657089500e-01,1.224436255655911632e+00
5.292271117999999888e+02,3.107663940812839254e-01,3.422270245554111523e-01,1.223852961015772678e+00
5.293438720999999987e+02,3.107421425525430658e-01,3.419956178365367583e-01,1.223853254266168422e+00
5.294606323000000430e+02,3.107066661669808938e-01,3.418543979055300164e-01,1.223768568548065039e+00
5.295773926000000529e+02,3.105594927182065978e-01,3.416794369232658002e-01,1.223378784077231218e+00
5.296941527999999835e+02,3.105691766039115342e-01,3.417235828741753134e-01,1.223822378635294861e+00
5.298109130999999934e+02,3.105736547391405034e-01,3.416684910958326937e-01,1.223545474241137798e+00
5.299276733000000377e+02,3.106692160412277137e-01,3.416822727455766651e-01,1.223328105520900211e+00
5.300444946000000073e+02,3.107127920705178292e-01,3.415689813172165801e-01,1.223596797461029340e+00
5.301612549000000172e+02,3.107709224035799522e-01,3.414420441698224340e-01,1.223782539573111228e+00
5.302780150999999478e+02,3.109399573995459964e-01,3.414658341945774334e-01,1.223611356419365581e+00
5.303948364000000311e+02,3.109578243784062446e-01,3.413235874039116102e-01,1.223621355029085311e+00
5.305115967000000410e+02,3.111516089400898633e-01,3.413804957484835034e-01,1.223708168942162500e+00
5.306284180000000106e+02,3.112597305357783228e-01,3.413371296654831855e-01,1.223807281707705696e+00
5.307451782000000549e+02,3.113524834543766606e-01,3.414280906877359967e-01,1.224261042003869537e+00
5.308619995000000245e+02,3.112956424034438174e-01,3.413599606354477678e-01,1.224306514468630924e+00
5.309787598000000344e+02,3.113859175705481763e-01,3.413163347677183879e-01,1.224656768444439603e+00
5.310955811000000040e+02,3.115146117135367265e-01,3.414466636956003942e-01,1.224230449156284317e+00
5.312124023000000079e+02,3.116028147551634930e-01,3.415194996938246130e-01,1.224045289934799996e+00
5.313291626000000178e+02,3.116789067353386566e-01,3.415143951288214241e-01,1.223834358569576120e+00
5.314459838999999874e+02,3.117232045882075697e-01,3.414804751545744144e-01,1.223664714131547093e+00
5.315628051999999570e+02,3.116102533110257644e-01,3.413769025838997995e-01,1.223580731884331474e+00
5.316796265000000403e+02,3.116008509403756510e-01,3.413507103006995780e-01,1.223498699654025135e+00
5.317964478000000099e+02,3.116133365865224603e-01,3.413367714999850366e-01,1.223192325715294126e+00
5.319132690000000139e+02,3.116783826922519540e-01,3.412255846681325755e-01,1.222646991147744000e+00
5.320300902999999835e+02,3.116696120100284073e-01,3.411940886542484397e-01,1.222065281427843875e+00
5.321469115999999531e+02,3.117736290114259678e-01,3.412693753901088201e-01,1.221868413524044739e+00
5.322637329000000364e+02,3.117389955499046961e-01,3.412190013551575363e-01,1.221909748428267939e+00
5.323805542000000059e+02,3.117764553923073612e-01,3.412725672289207424e-01,1.222328767461487331e+00
5.324973754999999755e+02,3.118175735330463993e-01,3.413526813155468020e-01,1.221792705227165765e+00
5.326142578000000185e+02,3.117880846367745984e-01,3.414021577342919445e-01,1.222541935124883850e+00
5.327310790999999881e+02,3.118146500759244599e-01,3.413362054202086493e-01,1.222141166542472179e+00
5.328479003999999577e+02,3.118309920021369863e-01,3.412894857531898474e-01,1.221865691939011844e+00
5.329647827000000007e+02,3.118859581799268144e-01,3.414095804530882239e-01,1.221951757426786855e+00
5.330816039999999703e+02,3.120678673445276274e-01,3.415223923983463084e-01,1.222067737993256964e+00
5.331984863000000132e+02,3.121500271176071428e-01,3.414247373730768254e-01,1.222212012929314362e+00
5.333153075999999828e+02,3.122688976116767545e-01,3.414921408959696314e-01,1.222200386103202252e+00
5.334321899000000258e+02,3.123439636639230854e-01,3.415804086242309467e-01,1.222030228095835058e+00
5.335490723000000344e+02,3.123739819259864214e-01,3.415104967715181794e-01,1.222235561296811657e+00
5.336658936000000040e+02,3.124622091573487359e-01,3.415751040229674795e-01,1.222435239519088279e+00
5.337827759000000469e+02,3.126228009479430359e-01,3.415992141723626085e-01,1.222597984801314208e+00
5.338996581999999762e+02,3.126724394097947224e-01,3.416068920107367957e-01,1.222344234171492072e+00
5.340165405000000192e+02,3.127023362604378076e-01,3.416321138586116968e-01,1.222591439262486368e+00
5.341333617999999888e+02,3.127063530331107288e-01,3.417344269275983115e-01,1.223104875592645024e+00
5.342502441000000317e+02,3.128082879926018522e-01,3.417497904740635084e-01,1.223342909622024299e+00
5.343671265000000403e+02,3.128570074114875310e-01,3.417632878647616224e-01,1.224088091302608206e+00
5.344840087999999696e+02,3.129184821635115354e-01,3.416613587073799030e-01,1.224019285885125763e+00
5.346008911000000126e+02,3.128261899610038088e-01,3.416515057133269195e-01,1.223835068124900172e+00
5.347177734000000555e+02,3.127829376636723224e-01,3.415168838648755534e-01,1.223761618580718302e+00
5.348347168000000238e+02,3.128444928987445528e-01,3.415519891509725126e-01,1.223202707799093902e+00
5.349515990999999531e+02,3.128995186516684845e-01,3.415488155591244746e-01,1.222939810854627662e+00
5.350684813999999960e+02,3.129040351788956453e-01,3.415936430176265692e-01,1.223164646291563962e+00
5.351853638000000046e+02,3.128989482005289924e-01,3.414543488940902094e-01,1.223615475585396295e+00
5.353023071000000073e+02,3.129580313883861264e-01,3.414171690064798925e-01,1.223770361333553325e+00
5.354191895000000159e+02,3.130161308853206537e-01,3.414516736340796887e-01,1.223897640759129324e+00
5.355360717999999451e+02,3.130760440084734975e-01,3.414912290742473377e-01,1.224062507849753567e+00
5.356530150999999478e+02,3.131655321601494735e-01,3.416081944115774705e-01,1.223980411571222282e+00
5.357698974999999564e+02,3.133254062375108173e-01,3.415588895999134844e-01,1.224421835914800027e+00
5.358868407999999590e+02,3.134964567087813458e-01,3.414884768396529435e-01,1.224898149384014312e+00
5.360037842000000410e+02,3.135566856541527336e-01,3.415081084150766721e-01,1.224734516008674445e+00
5.361206664999999703e+02,3.137140126272989216e-01,3.414466147609840352e-01,1.225112400465417251e+00
5.362376099000000522e+02,3.137479718971646903e-01,3.414531782150496131e-01,1.225422478628961587e+00
5.363545532000000549e+02,3.138546876776863725e-01,3.412643947234897390e-01,1.225774421583926799e+00
5.364714354999999841e+02,3.139646595004421670e-01,3.411533612085053679e-01,1.225128734968521593e+00
5.365883788999999524e+02,3.140611083491051114e-01,3.410397425696286566e-01,1.225675080623772839e+00
5.367053223000000344e+02,3.141966361339682545e-01,3.408809084874506179e-01,1.226242373680952680e+00
5.368222656000000370e+02,3.143203721539049034e-01,3.406966013573933805e-01,1.226469277794433044e+00
5.369392090000000053e+02,3.145116921905553031e-01,3.406007945510113877e-01,1.227065338974795417e+00
5.370561523000000079e+02,3.145343043342452849e-01,3.405906987512472561e-01,1.227277938363738441e+00
5.371730956999999762e+02,3.146884487939664576e-01,3.404678372282776144e-01,1.227572045085046248e+00
5.372900390999999445e+02,3.148687219760233358e-01,3.402704182121552567e-01,1.228203773490438078e+00
5.374069823999999471e+02,3.149795916574946730e-01,3.402320904017153147e-01,1.228562888929074504e+00
5.375239867999999888e+02,3.150696859648967618e-01,3.399982298622127863e-01,1.228714104947295382e+00
5.376409301999999570e+02,3.152646282826315760e-01,3.400033576127888257e-01,1.229260335651385594e+00
5.377578734999999597e+02,3.153336682345563302e-01,3.398758741161908570e-01,1.229432274969485706e+00
5.378748169000000416e+02,3.153504200518150724e-01,3.396311203813359714e-01,1.229532108904994203e+00
5.379918212999999696e+02,3.154660105878456799e-01,3.394620770759148032e-01,1.229318092904920334e+00
5.381087645999999722e+02,3.155505578660596777e-01,3.393372038738326490e-01,1.229343981637502248e+00
5.382257690000000139e+02,3.156936678787826134e-01,3.393100066191245268e-01,1.229710099543589230e+00
5.383427123999999822e+02,3.157589587789417784e-01,3.393034120602415604e-01,1.229504946218712869e+00
5.384597168000000238e+02,3.159419654768073626e-01,3.392921038425648073e-01,1.229976824977342398e+00
5.385766601999999921e+02,3.161300623045226188e-01,3.393403241505651979e-01,1.229991677746586243e+00
5.386936646000000337e+02,3.163858069603067147e-01,3.393427759013091238e-01,1.229936018812945120e+00
5.388106688999999960e+02,3.165794420585268942e-01,3.393111006919057315e-01,1.230056406208518638e+00
5.389276122999999643e+02,3.169045504986947592e-01,3.391660228626496854e-01,1.230134811410673823e+00
5.390446167000000059e+02,3.170456156057844810e-01,3.390594444301521793e-01,1.229589593958036797e+00
5.391616211000000476e+02,3.172748855079648433e-01,3.389529817138620671e-01,1.229557485194241462e+00
5.392786254999999755e+02,3.173977855658257630e-01,3.390722960620304871e-01,1.229767392766428546e+00
5.393956299000000172e+02,3.175423084959130282e-01,3.390547621998180050e-01,1.230039640479320129e+00
5.395126342999999451e+02,3.176516489006944721e-01,3.391988475735374098e-01,1.230871741775053652e+00
5.396296386999999868e+02,3.178097607728678220e-01,3.391935963823570765e-01,1.231129197577860435e+00
5.397466431000000284e+02,3.178851888913671320e-01,3.391595794182676316e-01,1.231151482899319749e+00
5.398636474999999564e+02,3.179665565534027238e-01,3.391940719216157696e-01,1.231544355614293318e+00
