wavelength_nm,R30,R45,R60
4.938780211999999779e+02,3.069476356420355323e-01,3.431047175908646940e-01,1.226783439624869132e+00
4.939937744000000066e+02,3.012960073541225414e-01,3.594026204647616796e-01,1.162765532449717254e+00
4.941095581000000152e+02,3.174333634220548594e-01,3.410943478838726062e-01,1.228695956939853895e+00
4.942253418000000238e+02,3.105922003530940390e-01,3.504531795494681412e-01,1.174464979868448999e+00
4.943411254999999755e+02,2.966020272272801295e-01,3.317522562809480657e-01,1.177108124701080838e+00
4.944569091999999841e+02,3.146185246078603281e-01,3.473751181435796309e-01,1.208064456426325650e+00
4.945726928999999927e+02,3.117108893727915664e-01,3.502864485975729081e-01,1.260185000925953647e+00
4.946885070999999812e+02,3.047194717089062310e-01,3.522686537587906286e-01,1.212836853362760703e+00
4.948042907999999898e+02,3.106947662178946579e-01,3.475861861412016252e-01,1.091862513425486236e+00
4.949201049999999782e+02,3.095588638919173352e-01,3.351297498277394649e-01,1.183461177876376391e+00
4.950358886999999868e+02,3.062099529593436120e-01,3.295461078478714723e-01,1.175730003627719178e+00
4.951517028999999752e+02,3.170904510587065350e-01,3.545992812540220140e-01,1.228531421591118056e+00
4.952675171000000205e+02,3.131529728007163560e-01,3.508141269593779143e-01,1.213451644583983136e+00
4.953833313000000089e+02,3.033034394537577616e-01,3.319532389141913176e-01,1.197976834932805268e+00
4.954991454999999974e+02,3.023192017651617491e-01,3.496949605110714621e-01,1.209990841126938887e+00
4.956149596999999858e+02,3.131328008520953277e-01,3.559758259739928543e-01,1.177524625965913563e+00
4.957308044000000109e+02,3.068903201256186764e-01,3.452674318223981631e-01,1.234224470868302559e+00
4.958466187000000218e+02,3.033046762483546099e-01,3.487935699067380435e-01,1.213725823908257562e+00
4.959624633999999901e+02,3.096161809011164778e-01,3.405604323154743929e-01,1.166424991959526425e+00
4.960782775999999785e+02,2.973159735131744585e-01,3.495231002793295905e-01,1.167350723526856759e+00
4.961941223000000036e+02,3.187198753463530987e-01,3.477056194880910334e-01,1.184830845064568816e+00
4.963099669999999719e+02,3.121397576481194092e-01,3.563872849435183454e-01,1.186765848079005536e+00
4.964258118000000195e+02,3.077025751750452343e-01,3.475286196271404338e-01,1.136715497356963533e+00
4.965416564999999878e+02,3.036847685572154898e-01,3.504636075696926922e-01,1.223588223629460625e+00
4.966575316999999927e+02,3.126865723442731615e-01,3.424841563028167557e-01,1.151793882799272639e+00
4.967733764999999835e+02,3.000478324722641865e-01,3.433072433844222004e-01,1.186845163851194762e+00
4.968892516999999884e+02,3.053794933247073740e-01,3.571253130177390323e-01,1.211077366118814780e+00
4.970050964000000135e+02,3.153357759311548048e-01,3.500712148952464520e-01,1.182280764427002140e+00
4.971209716999999841e+02,3.106660388336792145e-01,3.431300537122627947e-01,1.185562468555990234e+00
4.972368468999999891e+02,3.010367590278154037e-01,3.529775132257502723e-01,1.194574680232025399e+00
4.973527222000000165e+02,3.246432577318125179e-01,3.534396140080048321e-01,1.135651875836696911e+00
4.974685974000000215e+02,3.140938669752475487e-01,3.539867189102124390e-01,1.187743012715518409e+00
4.975844726999999921e+02,3.136597350593544054e-01,3.394321544504865229e-01,1.270890276421081211e+00
4.977003783999999769e+02,3.017703920833892939e-01,3.311053005308089436e-01,1.160496413950430572e+00
4.978162537000000043e+02,3.188544053817932711e-01,3.275916532367587619e-01,1.172626825977473919e+00
4.979321593999999891e+02,3.204153775459069875e-01,3.584874863011979773e-01,1.168188422459015108e+00
4.980480347000000165e+02,3.140503570011714540e-01,3.594367225158504042e-01,1.174403925263546755e+00
4.981639404000000013e+02,3.165178477594821072e-01,3.470498184548297949e-01,1.209239515646720609e+00
4.982798462000000086e+02,3.116956852603740558e-01,3.459583190210981929e-01,1.199288586894238673e+00
4.983957520000000159e+02,3.124710142324200191e-01,3.455808665815247593e-01,1.230410557291276907e+00
4.985116577000000007e+02,3.121569261692701547e-01,3.480385918858524552e-01,1.119229444137345819e+00
4.986275635000000079e+02,3.090247467493654199e-01,3.458665245571041491e-01,1.206189500274378323e+00
4.987434997999999950e+02,3.119658601156753419e-01,3.302907644451780755e-01,1.206323132714253621e+00
4.988594054999999798e+02,3.056227618728480366e-01,3.274350228022687159e-01,1.171629872416096729e+00
4.989753418000000238e+02,3.054837284500758199e-01,3.425464610892464679e-01,1.161793810273862082e+00
4.990912475999999742e+02,2.952447804786383356e-01,3.400356791336759388e-01,1.198859580062525243e+00
4.992071837999999957e+02,2.963572806941244253e-01,3.389607519734679220e-01,1.230803838647913873e+00
4.993231200999999828e+02,3.028378404648590094e-01,3.347018070596500805e-01,1.194336933799752920e+00
4.994390564000000268e+02,2.925513975563460156e-01,3.358137387088428460e-01,1.156711485982083287e+00
4.995549927000000139e+02,3.030335070987619783e-01,3.296991746486997443e-01,1.200410857619171434e+00
4.996709594999999808e+02,3.125260449810376429e-01,3.426636043906733375e-01,1.207883546868820268e+00
4.997868958000000248e+02,3.046727346866852648e-01,3.391468431507075887e-01,1.163953442389537019e+00
4.999028319999999894e+02,3.067106413678235000e-01,3.479507705227512515e-01,1.158620266848508162e+00
5.000187988000000132e+02,3.208275672233540377e-01,3.395066653959799008e-01,1.162166291818679920e+00
5.001347655999999802e+02,3.082945181650473820e-01,3.461097140226157554e-01,1.156433001990827769e+00
5.002507324000000040e+02,3.103695754388594574e-01,3.518054346442582303e-01,1.182821379585254240e+00
5.003666992000000278e+02,3.147810108761421866e-01,3.509817736761778328e-01,1.156604430074932077e+00
5.004826659999999947e+02,3.078948176519855640e-01,3.444418101049415148e-01,1.174136411192135743e+00
5.005986328000000185e+02,3.075107532017150036e-01,3.514384173675642598e-01,1.256535708720322386e+00
5.007145995999999855e+02,3.138527054977499064e-01,3.308416769141115377e-01,1.167381607585205261e+00
5.008305968999999891e+02,3.071067394287368413e-01,3.394184951566908137e-01,1.236638927424507761e+00
5.009465637000000129e+02,3.077036060174871412e-01,3.551572111383617392e-01,1.189548604403753540e+00
5.010625610000000165e+02,3.009390281344198059e-01,3.524692409212071831e-01,1.198415293974374629e+00
5.011785277999999835e+02,3.096057706502695073e-01,3.598804227943431244e-01,1.162937697437724793e+00
5.012945250999999871e+02,2.959518738677795469e-01,3.444308758317027319e-01,1.244793265125189841e+00
5.014105225000000132e+02,3.086527952874627556e-01,3.626446938203927162e-01,1.161964878773507515e+00
5.015265198000000169e+02,3.129159099406033651e-01,3.417554123321225878e-01,1.221705455293311315e+00
5.016425171000000205e+02,3.246019293221306112e-01,3.633991834839320201e-01,1.231276183892731968e+00
5.017585449000000040e+02,2.967400227283600311e-01,3.645163643532292053e-01,1.156667630530879398e+00
5.018745422000000076e+02,3.062829895144093539e-01,3.495107453898114724e-01,1.140233257270224287e+00
5.019905701000000136e+02,3.008567465122581330e-01,3.427136616447321038e-01,1.195498430824816438e+00
5.021065674000000172e+02,3.018764283131275539e-01,3.641647413919107401e-01,1.128567012106489464e+00
5.022225952000000007e+02,3.064878862899324541e-01,3.514017219228721678e-01,1.163301938885203057e+00
5.023386229999999841e+02,3.169028144370832911e-01,3.367340209659580030e-01,1.174274572627263868e+00
5.024546508999999901e+02,2.997715681964613910e-01,3.470169674667197279e-01,1.169218637439912056e+00
5.025706786999999736e+02,3.006601479936623078e-01,3.488302880042585263e-01,1.203167861389602189e+00
5.026867065000000139e+02,3.096839475231012440e-01,3.334717708550288817e-01,1.125143222979537061e+00
5.028027648999999997e+02,3.031325383705120169e-01,3.533170122426658177e-01,1.227880793009370475e+00
5.029187926999999831e+02,3.060330517242070836e-01,3.597779438347591952e-01,1.213637241338298534e+00
5.030348511000000258e+02,3.042377702420483443e-01,3.433936480170775574e-01,1.191907652001716222e+00
5.031508789000000093e+02,3.045556522865571214e-01,3.490838467500381737e-01,1.188978958362215899e+00
5.032669372999999950e+02,3.078648087431504199e-01,3.422842801888320574e-01,1.198670508094888509e+00
5.033829956000000152e+02,3.075835488823334685e-01,3.461905796860582640e-01,1.224449836316114038e+00
5.034990540000000010e+02,3.060516184983738674e-01,3.456235050575240386e-01,1.192634549663779353e+00
5.036151123000000212e+02,3.053274845462830567e-01,3.420601363425139763e-01,1.160173527330643051e+00
5.037311707000000069e+02,3.093009451800577403e-01,3.389170761160784084e-01,1.234466895027534372e+00
5.038472290000000271e+02,3.164056347592816842e-01,3.366123893113908139e-01,1.211865849311913212e+00
5.039633178999999927e+02,3.044050183932336950e-01,3.392520837325746497e-01,1.181110997276255903e+00
5.040793762000000129e+02,2.904687336139937792e-01,3.519771325540076989e-01,1.193093618972433045e+00
5.041954650999999785e+02,3.090565129128926003e-01,3.399312716463020467e-01,1.163944844731818584e+00
5.043115540000000010e+02,3.070801767025910789e-01,3.457005665705160657e-01,1.159352223260866177e+00
5.044276428000000010e+02,3.016945001626815115e-01,3.435659037031399965e-01,1.112811933907813522e+00
5.045437317000000235e+02,2.993059141723292682e-01,3.318391848018413803e-01,1.165518872940997985e+00
5.046598205999999891e+02,3.150239741245585146e-01,3.411648702657273935e-01,1.209306119491157627e+00
5.047759093999999891e+02,3.054040035924009966e-01,3.426866839344176463e-01,1.145808042614979261e+00
5.048919983000000116e+02,3.131882203526927810e-01,3.362783843289621766e-01,1.168979935526861968e+00
5.050081177000000139e+02,3.048151730707585605e-01,3.464228002749775714e-01,1.199672021670621591e+00
5.051242065000000139e+02,3.092554297981085498e-01,3.415860075840940757e-01,1.156270891995666350e+00
5.052403259000000162e+02,2.991456853493558721e-01,3.397275943679040067e-01,1.167218333142293840e+00
5.053564453000000185e+02,3.065552541167130274e-01,3.423108878374782060e-01,1.192012270009777941e+00
5.054725341999999841e+02,3.162452450583626562e-01,3.372062215084800085e-01,1.198875212241434784e+00
5.055886535999999865e+02,3.065886085614677459e-01,3.440739680038739645e-01,1.188331136288526269e+00
5.057047729000000231e+02,2.936060740017955584e-01,3.436519652252402746e-01,1.155580236469921029e+00
5.058209229000000278e+02,3.012532863855317822e-01,3.460196801495975527e-01,1.168243735904167302e+00
5.059370422000000076e+02,3.061004775279627110e-01,3.373084295981947922e-01,1.163447112937321615e+00
5.060531616000000099e+02,3.147884198799690836e-01,3.368212880547273858e-01,1.207684538960272613e+00
5.061693114999999921e+02,3.051359745244531796e-01,3.461097202307694132e-01,1.134957641624181113e+00
5.062854613999999742e+02,3.103574247508146811e-01,3.447215606550108613e-01,1.176109788616128027e+00
5.064015807999999765e+02,3.029147110915826335e-01,3.368711383549024552e-01,1.205997440908291196e+00
5.065177307000000155e+02,3.171655938458620150e-01,3.435449109130999101e-01,1.186560649250787192e+00
5.066338805999999977e+02,2.986950133099894877e-01,3.353635006908307625e-01,1.131300411422444308e+00
5.067500304999999798e+02,3.014891768537173444e-01,3.484922478086524000e-01,1.192052885764871784e+00
5.068661804000000188e+02,3.135544811375524099e-01,3.409206194872446138e-01,1.186753311272255251e+00
5.069823607999999808e+02,3.070216784679572486e-01,3.278275122809969355e-01,1.186816413366136969e+00
5.070985107000000198e+02,3.092240806249926810e-01,3.381938645694576584e-01,1.199975937469906162e+00
5.072146606000000020e+02,3.074367409344170854e-01,3.382009643200989957e-01,1.194334664252395761e+00
5.073308410999999865e+02,3.095664369794979276e-01,3.380700515194421385e-01,1.171190056629328735e+00
5.074470215000000053e+02,3.109689786481563134e-01,3.394352804392419265e-01,1.180008523089354222e+00
5.075632019000000241e+02,3.201425082758019847e-01,3.392768458566740586e-01,1.201815852647484695e+00
5.076793822999999861e+02,3.098974359735436335e-01,3.391519350886145201e-01,1.193287361167233662e+00
5.077955627000000050e+02,3.060086764734014086e-01,3.319737844984549935e-01,1.125688452214023583e+00
5.079117431999999894e+02,3.077552798286025126e-01,3.359393037500051360e-01,1.203478107324487345e+00
5.080279236000000083e+02,3.073237863337640596e-01,3.276143063702687264e-01,1.195787199534938061e+00
5.081441040000000271e+02,2.996273830948880113e-01,3.386799906522590109e-01,1.209658950469728600e+00
5.082603149000000258e+02,3.142352607395363928e-01,3.373429603835765289e-01,1.170270426065052938e+00
5.083765258999999901e+02,3.072733595479140156e-01,3.392214185347334210e-01,1.160792334005960491e+00
5.084927063000000089e+02,3.185742049208577509e-01,3.358294091420058192e-01,1.261762828222078969e+00
5.086089172000000076e+02,3.129125345268559677e-01,3.418077728460145459e-01,1.228709238781601210e+00
5.087251281999999719e+02,3.115727920161705522e-01,3.347885535117724465e-01,1.161384947136116175e+00
5.088413391000000274e+02,3.296139319296708114e-01,3.530775102461973791e-01,1.272827821660216241e+00
5.089575500000000261e+02,3.289654324042188271e-01,3.507339735129153535e-01,1.223801654406503570e+00
5.090737609999999904e+02,3.175384451322201818e-01,3.392188651210092942e-01,1.196242210209573553e+00
5.091900024000000258e+02,3.121994583532410328e-01,3.260220179178295319e-01,1.175826268808355390e+00
5.093062133999999901e+02,3.139830862113084375e-01,3.452691471264088263e-01,1.135752550723087007e+00
5.094224548000000254e+02,3.211837370824895399e-01,3.322046134122400018e-01,1.200720817532855200e+00
5.095386657999999898e+02,3.158960215705875485e-01,3.452503527527573945e-01,1.217459927132953590e+00
5.096549072000000251e+02,3.083742875776786518e-01,3.264114783373970319e-01,1.204222201540979365e+00
5.097711487000000261e+02,3.082160760486578055e-01,3.404625085012875085e-01,1.192180045829798862e+00
5.098873901000000046e+02,3.155920299430853837e-01,3.261396823811832379e-01,1.176534487508345883e+00
5.100036316000000056e+02,3.127751361758183135e-01,3.602787631774427846e-01,1.163808997277260726e+00
5.101198729999999841e+02,3.131322555938749752e-01,3.532139685186613809e-01,1.175554160245336544e+00
5.102361450000000218e+02,3.080828982301071495e-01,3.491448171553375168e-01,1.229007571591779868e+00
5.103523865000000228e+02,3.078792224945362532e-01,3.515350709619760594e-01,1.185508308552951195e+00
5.104686583999999812e+02,3.110388188790989550e-01,3.587796367240074225e-01,1.216424574797277947e+00
5.105848998999999822e+02,3.008042333406417690e-01,3.573499467148962827e-01,1.218993665823957517e+00
5.107011719000000198e+02,3.131680209427309403e-01,3.463501675298453208e-01,1.168656421107724608e+00
5.108174437999999782e+02,3.046288609758306953e-01,3.460732488899238013e-01,1.151930545173552423e+00
5.109337158000000159e+02,3.086389382036379692e-01,3.457083270572211542e-01,1.164530318482483340e+00
5.110499877999999967e+02,3.084547748996238070e-01,3.495464283756047896e-01,1.147184430694770052e+00
5.111662597999999775e+02,3.155742747481293797e-01,3.361508737448393735e-01,1.175154700525498530e+00
5.112825316999999927e+02,3.111465906804257164e-01,3.385285910849237800e-01,1.181786922124220096e+00
5.113988342000000102e+02,3.036007243376601661e-01,3.454272346297175278e-01,1.160042420636427263e+00
5.115151061999999911e+02,3.062203025293931402e-01,3.407391649232453523e-01,1.167441922626457185e+00
5.116314087000000086e+02,3.069906939045587979e-01,3.454338355502705182e-01,1.143898672438677711e+00
5.117476806999999894e+02,3.152864864905620124e-01,3.515120114596192447e-01,1.203930796430848993e+00
5.118639832000000069e+02,2.963469866821314969e-01,3.554610592171530969e-01,1.171805436177920878e+00
5.119802856000000020e+02,3.086239903470709978e-01,3.463230554675864603e-01,1.226430588332647620e+00
5.120966187000000218e+02,3.114492617880691427e-01,3.546299861784166785e-01,1.232192969540510941e+00
5.122128906000000370e+02,3.036888235038473494e-01,3.547866751195055679e-01,1.232050103895842019e+00
5.123292235999999775e+02,3.044874962135630247e-01,3.456853561060939106e-01,1.264791613503254863e+00
5.124454955999999584e+02,2.985760914366608065e-01,3.372638420480026933e-01,1.138796325994011482e+00
5.125618286000000126e+02,3.107040926602897546e-01,3.489038133462420421e-01,1.222017938561523520e+00
5.126781615999999531e+02,3.022386082801938323e-01,3.536660340377289491e-01,1.183111101302669388e+00
5.127944946000000073e+02,3.009136732033650952e-01,3.590741185907184163e-01,1.210633627140870194e+00
5.129108275999999478e+02,3.070346637320153227e-01,3.440240902742673912e-01,1.184793924573480206e+00
5.130271606000000020e+02,3.066275052861184292e-01,3.571227331022970297e-01,1.264501821165471052e+00
5.131434937000000218e+02,3.118163627417853134e-01,3.361823906382295779e-01,1.220167788752414273e+00
5.132598266999999623e+02,3.037084873905196436e-01,3.351078808516516627e-01,1.195499305756347441e+00
5.133761597000000165e+02,3.083079289842303172e-01,3.545945473830733885e-01,1.193737564950383412e+00
5.134924926999999570e+02,3.163063893786746128e-01,3.404816310157872117e-01,1.201157636888943392e+00
5.136088257000000112e+02,3.110375447710889696e-01,3.579006412623448319e-01,1.188619865671092901e+00
5.137251586999999518e+02,3.138811557352088610e-01,3.292983373183088758e-01,1.231686997547182028e+00
5.138415526999999656e+02,3.202144866395068012e-01,3.570226452753524904e-01,1.189712439111830999e+00
5.139578857000000198e+02,3.177263926625986667e-01,3.372516390561170474e-01,1.189610895393838019e+00
5.140742188000000397e+02,3.102760528336041546e-01,3.527128611608379982e-01,1.203367051232642648e+00
5.141906128000000535e+02,3.210551370122901593e-01,3.422170769795974676e-01,1.194385668537614853e+00
5.143069457999999941e+02,3.095543170120252929e-01,3.553054531635833069e-01,1.190306915002210308e+00
5.144233398000000079e+02,3.156517565979031215e-01,3.575266133012012237e-01,1.201183170191507221e+00
5.145396729000000278e+02,3.010803662179245554e-01,3.503935448367371253e-01,1.166850905673003647e+00
5.146560669000000416e+02,3.113957126339909620e-01,3.485294521855509808e-01,1.158585611254903114e+00
5.147724609000000555e+02,3.122649981598227820e-01,3.468576301985461519e-01,1.160173546131065159e+00
5.148888550000000350e+02,3.095225672371679226e-01,3.503464632016540792e-01,1.175101315038143523e+00
5.150051879999999755e+02,3.060058461711891997e-01,3.551986777263643202e-01,1.150166743402429637e+00
5.151215819999999894e+02,3.161771836450433248e-01,3.637156108056588399e-01,1.176557017386657522e+00
5.152379760999999689e+02,3.076101686861485995e-01,3.560291001366779340e-01,1.229658801961201364e+00
5.153543700999999828e+02,3.088513253927249180e-01,3.469079384302463098e-01,1.188641454004126352e+00
5.154707641999999623e+02,3.119649907594841398e-01,3.566910183725738870e-01,1.200515030755395784e+00
5.155871581999999762e+02,3.094358542411730917e-01,3.431275425847840621e-01,1.127103058466424113e+00
5.157035521999999901e+02,3.110816399262190668e-01,3.476799616692464179e-01,1.140088243687264802e+00
5.158200073000000430e+02,3.113595060750690147e-01,3.520167060060590547e-01,1.177012456692759779e+00
5.159364014000000225e+02,3.067325077972168357e-01,3.404004691494094126e-01,1.154866045692814591e+00
5.160527954000000364e+02,3.148890808841151023e-01,3.427652193916430057e-01,1.160214485774383464e+00
5.161691895000000159e+02,3.115094520338076989e-01,3.435773417473659830e-01,1.172557550471887255e+00
5.162856444999999894e+02,3.097823612239534175e-01,3.492887361063662377e-01,1.189230189999888498e+00
5.164020385999999689e+02,3.071413114675382028e-01,3.440284680249776073e-01,1.157414458460340523e+00
5.165184937000000218e+02,3.145124895860005876e-01,3.430083941648598422e-01,1.165134765797996019e+00
5.166348877000000357e+02,3.003097014943811871e-01,3.390126967838372751e-01,1.188429468147205847e+00
5.167513427999999749e+02,3.080592445498371856e-01,3.496919230745990648e-01,1.165471889550130147e+00
5.168677979000000278e+02,3.026638341082369954e-01,3.374570470977835690e-01,1.163451450224559203e+00
5.169841919000000416e+02,3.095922080815729505e-01,3.409424098294514538e-01,1.165216077906320979e+00
5.171006469999999808e+02,3.154530865348370572e-01,3.356542429834520336e-01,1.219039327589810151e+00
5.172171021000000337e+02,3.094837275053219927e-01,3.457844050968854610e-01,1.197490372139028425e+00
5.173335571000000073e+02,3.041781026562078716e-01,3.416726903762971057e-01,1.179188828590675753e+00
5.174500121999999465e+02,3.016528953779237798e-01,3.323611773481345844e-01,1.196976003542249645e+00
5.175664672999999993e+02,3.001488046856830572e-01,3.465721330284079471e-01,1.219419335412114780e+00
5.176829224000000522e+02,3.141267357883430478e-01,3.432958406804120233e-01,1.207266730741510585e+00
5.177993774000000258e+02,3.045442392792064856e-01,3.430702636637471548e-01,1.204862168907220088e+00
5.179158324999999650e+02,3.050985452686642008e-01,3.428452100771253175e-01,1.217635404367840790e+00
5.180322876000000178e+02,3.055193269832013891e-01,3.448871411355372563e-01,1.221383474755376453e+00
5.181487426999999570e+02,3.073321533669802208e-01,3.358021479001808696e-01,1.194085409467777970e+00
5.182651978000000099e+02,2.993033926218462426e-01,3.438785946927534476e-01,1.242117443553628187e+00
5.183817139000000225e+02,3.062921439110822264e-01,3.400515734309322857e-01,1.214763030865048554e+00
5.184981688999999960e+02,3.191987284249753198e-01,3.441915911627064228e-01,1.236806571517983455e+00
5.186146240000000489e+02,3.122249103650718283e-01,3.379016051767017026e-01,1.263482111419121701e+00
5.187311400999999478e+02,3.120617322384626191e-01,3.489456939638148070e-01,1.254237102320493236e+00
5.188475952000000007e+02,3.126197049695126351e-01,3.314317295342355529e-01,1.225755914324063722e+00
5.189641113000000132e+02,3.072449132007799566e-01,3.258435561219834575e-01,1.202322478563276453e+00
5.190806274000000258e+02,3.152810533474099675e-01,3.358815424738249567e-01,1.220980424104450845e+00
5.191970824999999650e+02,3.063504479268111536e-01,3.299020436045141946e-01,1.188507364119994802e+00
5.193135985999999775e+02,3.086530205791532255e-01,3.427780601903607227e-01,1.162730713314392705e+00
5.194301146999999901e+02,3.123412199126021083e-01,3.315233213297529291e-01,1.200239703544637049e+00
5.195466308999999683e+02,3.017552584222895629e-01,3.317769815226695451e-01,1.236756784667363274e+00
5.196631469999999808e+02,3.020281750987355296e-01,3.391738716118293806e-01,1.220904832428141962e+00
5.197796021000000337e+02,3.013037042880672423e-01,3.370632952249953962e-01,1.197466652977871249e+00
5.198961182000000463e+02,3.057999396830480276e-01,3.323503182570625714e-01,1.214783510894699159e+00
5.200126342999999451e+02,3.054081430622841431e-01,3.401436336580444530e-01,1.225654339461099696e+00
5.201292114000000311e+02,3.085724266873637323e-01,3.337060276475890541e-01,1.202005970819490566e+00
5.202457275000000436e+02,3.138565086570934692e-01,3.508447378212585233e-01,1.226055092392922319e+00
5.203622437000000218e+02,3.132166884260025319e-01,3.500199579381803594e-01,1.156011313771402982e+00
5.204787598000000344e+02,3.087780380620822607e-01,3.386904607681309742e-01,1.202859308205297628e+00
5.205952759000000469e+02,3.062533295249055820e-01,3.344235896325519763e-01,1.149034532860811142e+00
5.207118530000000192e+02,2.980455614530274078e-01,3.366910048955962242e-01,1.187640280853764052e+00
5.208283691000000317e+02,3.134671012632372911e-01,3.452177522253095932e-01,1.200915418237055166e+00
5.209448853000000099e+02,3.146390629537528794e-01,3.459815500177184644e-01,1.200103086874614533e+00
5.210614623999999822e+02,3.153169139665249476e-01,3.497878277863439300e-01,1.180403323177061647e+00
5.211779784999999947e+02,3.145227855252079041e-01,3.484492238286620580e-01,1.226198848023752230e+00
5.212945557000000463e+02,3.139037591105759417e-01,3.468815634712972273e-01,1.260282630618696942e+00
5.214111328000000185e+02,3.079669096980232612e-01,3.499320789953691557e-01,1.188062362614436429e+00
5.215276489000000311e+02,3.071763235945200732e-01,3.505487065590416895e-01,1.203632901076167938e+00
5.216442260999999689e+02,3.135009652178759598e-01,3.537450973753551997e-01,1.187913622317481321e+00
5.217608032000000549e+02,3.075373779046964295e-01,3.447699155468818000e-01,1.228919161685920969e+00
5.218773803999999927e+02,3.102726818530099906e-01,3.519712081739971854e-01,1.173448578405825060e+00
5.219939574999999650e+02,3.002624353694309245e-01,3.433453358086916429e-01,1.192375416706188629e+00
5.221104735999999775e+02,3.054971873593996801e-01,3.374278032613369782e-01,1.216945281758077257e+00
5.222270508000000291e+02,3.143744736638701132e-01,3.502873551319417023e-01,1.180669681910391899e+00
5.223436890000000403e+02,3.163905668569769181e-01,3.453526291416147975e-01,1.183394307237391807e+00
5.224602661000000126e+02,3.110325203096505065e-01,3.329837169614879300e-01,1.196580378280607926e+00
5.225768432999999504e+02,3.090842598653627538e-01,3.414452804186364210e-01,1.190120546475615049e+00
5.226934204000000364e+02,3.052206136865116548e-01,3.470618988400283600e-01,1.161779632547834229e+00
5.228099975999999742e+02,3.093843977427517267e-01,3.448364914554305494e-01,1.191524630850307354e+00
5.229265746999999465e+02,3.091439471407275708e-01,3.446376436924649678e-01,1.221220807847742229e+00
5.230432128999999577e+02,3.121831194218220307e-01,3.377327178455303280e-01,1.168294965290989307e+00
5.231597900000000436e+02,3.097307790494461810e-01,3.440886187928230422e-01,1.154412649752531994e+00
5.232764282000000549e+02,3.141304620081480370e-01,3.478350375689532314e-01,1.207571092380092859e+00
5.233930053999999927e+02,3.054337989307456813e-01,3.381028383250345160e-01,1.206391924566513563e+00
5.235096436000000040e+02,3.120904361319605802e-01,3.376713803607533371e-01,1.208775542045523288e+00
5.236262206999999762e+02,3.168718257652750614e-01,3.495278829824813860e-01,1.160445165900076736e+00
5.237428588999999874e+02,3.067850615160906402e-01,3.464104077328143405e-01,1.270746191444698692e+00
5.238594359999999597e+02,3.104973481399783131e-01,3.438119506182258367e-01,1.189429787559496354e+00
5.239760741999999709e+02,3.067310200644745022e-01,3.419878908695629383e-01,1.217472286021247019e+00
5.240927123999999822e+02,3.047561570731388558e-01,3.513475000780765800e-01,1.225795774177624420e+00
5.242093505999999934e+02,3.154971285542007564e-01,3.439277078330781334e-01,1.203022537036544160e+00
5.243259888000000046e+02,3.017760184608221374e-01,3.323188839710274345e-01,1.210387368099785421e+00
5.244425658999999769e+02,3.096869235486036098e-01,3.440291223184934188e-01,1.213221626563072419e+00
5.245592040999999881e+02,3.079823680120349350e-01,3.453669936841490262e-01,1.209428232595752606e+00
5.246758422999999993e+02,3.051188502417550019e-01,3.347860507900619065e-01,1.223784392175991220e+00
5.247925414999999703e+02,3.070648265228578810e-01,3.458575301220173648e-01,1.206724431477097070e+00
5.249091796999999815e+02,3.090447920986362784e-01,3.460139381821620286e-01,1.199666655524378678e+00
5.250258178999999927e+02,3.079421138820924164e-01,3.455137546831129058e-01,1.205166012237123496e+00
5.251424561000000040e+02,3.099723735550138914e-01,3.407360814156105144e-01,1.221370225271436238e+00
5.252590942000000496e+02,3.091483764985816785e-01,3.519015423828140698e-01,1.242019548788820815e+00
5.253757934999999861e+02,3.148515682474706812e-01,3.468635837240875430e-01,1.237982173177668566e+00
5.254924316000000317e+02,3.112939829990072349e-01,3.370036099895789006e-01,1.204437014811280404e+00
5.256090698000000430e+02,3.105734530787766512e-01,3.364649705271864355e-01,1.244583476498724472e+00
5.257257690000000139e+02,3.029170517116083761e-01,3.357114466021574595e-01,1.241977595442716131e+00
5.258424072000000251e+02,3.059532508459055222e-01,3.407241871891296681e-01,1.218265711156564457e+00
5.259591063999999960e+02,3.060485563214974114e-01,3.501705261339281838e-01,1.199369958881006948e+00
5.260757446000000073e+02,3.010817204932762503e-01,3.446445821905484430e-01,1.164291661822022483e+00
5.261924437999999782e+02,3.066658584764705431e-01,3.472918138794660603e-01,1.226379849462225557e+00
5.263091431000000284e+02,3.080162741258517523e-01,3.370995881117824222e-01,1.248020955888394790e+00
5.264258422999999993e+02,3.076946181461914787e-01,3.420185252969412670e-01,1.211040921753702815e+00
5.265424805000000106e+02,3.029944922862337076e-01,3.396451692132639311e-01,1.205413879863864279e+00
5.266591796999999815e+02,3.152385362023408244e-01,3.511829742665692478e-01,1.239023028824937089e+00
5.267758788999999524e+02,3.100077590514611625e-01,3.497520646176368042e-01,1.207100912087819999e+00
5.268925781000000370e+02,3.216981583505415521e-01,3.421865673789421525e-01,1.243820940544545284e+00
5.270092773000000079e+02,3.131194426371675110e-01,3.455197321661357401e-01,1.243734076226241214e+00
5.271259765999999445e+02,3.184998327238920401e-01,3.377805044361942843e-01,1.195544692485513094e+00
5.272426758000000291e+02,3.157709473625823215e-01,3.474464571528824708e-01,1.208683550075259960e+00
5.273593750000000000e+02,3.082090890710473818e-01,3.342233992060330006e-01,1.188377378193822054e+00
5.274760741999999709e+02,3.185667460492103698e-01,3.299746754821828443e-01,1.244748826677097409e+00
5.275928344999999808e+02,3.173227379722043939e-01,3.309180436481082288e-01,1.156682656217062677e+00
